NUMERO REGISTRO,TEMP,FECHA,POS,PUN,FAST,FAST2,PROMEDIO PUNTOS,MEDIANA PUNTOS,DESVIACION PUNTOS,PROMEDIO POSICION,MEDIANA POSICION,DESVIACION POSICION,PROMEDIO VUELTA,MEDIANA VUELTA,DESVIACION VUELTA,DESVIACION VUELTA PILOTO,PROMEDIO TIEMPO VUELTA POR PISTA,PROM PUNTOS POR TEMPORADA,NUM DNF PILOTO,ID_ADANBGAYMER,ID_AKALVLO,ID_ALANJACK10,ID_ALEJOLEAL,ID_ALM_XDD,ID_ALUCARDADRI,ID_ALUJANC,ID_ALVAROG226,ID_AMENRIV021,ID_ANGEELBTW,ID_ANTONY FLORES,ID_AVILA5609,ID_AZAREDCS1604223,ID_AZTK CHUCHO6,ID_B4SAL W4RR10R,ID_BMR-ADRIAN,ID_BOOMMER5264,ID_BRANDONGAMER885,ID_BRUNO UBERA,ID_CALAN10,ID_CARLX9779,ID_CESARGP-17,ID_CESARLEOF1,ID_CF1OMARLO8,ID_CFC_EZEQUIEL_14,ID_CRL LALO,ID_CTRCAPITANCM,ID_CYPHER,ID_D I E G OPRO892,ID_DAJOSO31,ID_DANII30101993,ID_DANILO2204,ID_DANITM1607,ID_DANTERO22,ID_DBARCELONA87967,ID_DELUXEE-PLAY,ID_DIEGOTZE2000,ID_DOREONIX,ID_DTR ATLAS20,ID_EDU_RAMIREZ13,ID_EFS RACING,ID_ELPAPURRI540,ID_EMICHROCKYT,ID_EMMABYTWT,ID_EMMAFOREVER_20,ID_ERICK 195352,ID_E_TEJERO7,ID_FLRA_1992,ID_FREDY1178,ID_FULLLEGEND741,ID_GERAMEDRA11,ID_GIANFOXRIDER,ID_GNUREDSOX,ID_GORDOCRISTIAN14,ID_HECTORPAS11,ID_HUGO ARCHILLA,ID_HYBRIDBR1,ID_IDX KRISTHIAN RIVERA,ID_INF_ALAN,ID_ISAAAC ARS,ID_ISAIFACUNDO,ID_ITSRAMSES15,ID_JAMES ORTIZ9763,ID_JAREDMUNDO07,ID_JEFEMAESTROF1,ID_JG EDU4RD0,ID_JH14ZS,ID_JJOJ1201,ID_JONATHANKYADK89,ID_JOSEANTONIOVR-99,ID_JOSEPHSANCHEZ22,ID_JOSHUA1866,ID_JOSMANU2004,ID_JOTAPE_ORTIZ,ID_JPZMIX,ID_JUAN3DCF,ID_JUANKF14,ID_KARMA2090,ID_KIKEMADRID8,ID_KILLERA11AN,ID_KRISTIANLUNA1,ID_KYLO_CL,ID_LAMQ-ZARC,ID_LEONARDO062799,ID_LKR-TINGLING,ID_LLXE_MRERICK,ID_LPR STREAK,ID_LUCACEDE98,ID_LUIS_OHH-02,ID_LVR CRIS,ID_MAGNATE 963211,ID_MANOLO765,ID_MARCO ZOSAYA,ID_MAVERICK1122,ID_MENA-S98,ID_METEORO_GN10,ID_METPAPICHULO,ID_MICHAEL DIAZGRANADOS,ID_MLC YOSOYCHRIS,ID_MONTANAS4460,ID_MXMARIANO,ID_NAYIBSK,ID_NCR-CIENFUEGOS,ID_NICOGONJIM,ID_NICOMAGALDI1985,ID_NICO_MAGALDI1985,ID_ONE,ID_PAOLO,ID_PAPOROCK2021,ID_PAULOLIVAS16,ID_PAULRASVZLA,ID_RAG0MU01,ID_RINZLER_VRTX,ID_ROCKSTAR239376,ID_RODOOGAMES,ID_RONALDRMR,ID_S4NT8MOON,ID_SAMDEVIL,ID_SANTIAGO CANOSA,ID_SANTYVELASKEZ,ID_SATED-FOOTMARK1,ID_SEBAS33311,ID_SKY JUMP6615,ID_SKY WIZBAND,ID_SKY-FXSTEER,ID_SKY-SEVERAL,ID_SLPZ333,ID_SPOKGANG,ID_SRS ARTURMAN,ID_STEBAN_FBE,ID_STRUCKLEONJR,ID_THE ALEXG,ID_THEKINGSONRRIKS,ID_THEOMYFOR,ID_THEONE_1117,ID_THEYUKIGAMEZ,ID_TIIC ASGAR,ID_TIIC MUCINO,ID_TIICDRAKO812,ID_TRIANA ANDRES,ID_TURCIOSERWIN6,ID_TVC ARCANGEL,ID_TXSHURAXX,ID_VANTONIOBART,ID_VASCOOL_911,ID_VG AS3S1N0,ID_VISIBLEXXX,ID_WFC105,ID_WISECOIN,ID_XARISTOTELESX,ID_XAVISALAZAR182,ID_XEL_PIKANTEMAXX_,ID_XLR8R,ID_XXWARRIORXX8918,ID_YAHIR0511,ID_YXDAN,ID_ZTR SNAKE,PISTA_ABU DHABI,PISTA_AUSTRALIA,PISTA_AUSTRIA,PISTA_BAHREIN,PISTA_BAKU,PISTA_BELGICA,PISTA_BRASIL,PISTA_CANADA,PISTA_CHINA,PISTA_ESPAÑA,PISTA_ESTADOS UNIDOS,PISTA_FRANCIA,PISTA_HOLANDA,PISTA_INGLATERRA,PISTA_JAPON,PISTA_JEDDAH,PISTA_LAS VEGAS,PISTA_MEXICO,PISTA_MIAMI,PISTA_MONACO,PISTA_MONZA,PISTA_PORTUGAL,PISTA_QATAR,PISTA_SINGAPUR
1.0,1.0,1.7112384e+18,13.0,3.0,96.001,96.0,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,1.001,90.008,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.7112384e+18,15.0,0.0,96.005,96.005,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,2.003,90.008,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,1.7112384e+18,16.0,0.0,94.0,94.0,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,5.001,90.008,8.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,1.7112384e+18,2.0,23.0,93.009,93.009,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,10.003,90.008,9.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,1.7112384e+18,12.0,4.0,93.004,93.004,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,0.0,90.008,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1.0,1.7112384e+18,8.0,10.0,95.001,95.001,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,15.003,90.008,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,1.0,1.7112384e+18,4.0,19.0,94.004,94.004,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,10.007,90.008,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,1.0,1.7112384e+18,10.0,6.0,95.001,95.001,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,1.007,90.008,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,1.0,1.7112384e+18,3.0,21.0,94.009,94.009,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,13.004,90.008,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,1.0,1.7112384e+18,6.0,15.0,95.004,95.004,12.9,15.0,8.6,6.57,6.0,3.94,87.006,87.007,12.002,10.001,90.008,13.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
