NUMERO REGISTRO,TEMP,FECHA,POS,PUN,FAST,FAST2,PROMEDIO PUNTOS,MEDIANA PUNTOS,DESVIACION PUNTOS,PROMEDIO POSICION,MEDIANA POSICION,DESVIACION POSICION,PROMEDIO VUELTA,MEDIANA VUELTA,DESVIACION VUELTA,DESVIACION VUELTA PILOTO,PROMEDIO TIEMPO VUELTA POR PISTA,PROM PUNTOS POR TEMPORADA,NUM DNF PILOTO,PROMEDIO PUNTOS ESCUDERIA POR TEMPORADA,PROMEDIO PUNTOS POR ESCUDERIA,PROMEDIO PUNTOS PILOTO ESCUDERIA,NUMERO DE CARRERAS FINALIZADAS,PUNTOS POR CARRERA FINALIZADA,DIF VUELTAS CARRERA,PROMEDIO VUELTA PILOTO POR PISTA,MEJOR TIEMPO PILOTO PISTA,PEOR TIEMPO PILOTO PISTA,FRECUENCIA DE MEJORA,PUNTOS DE EQUIPO,INDICE DE COMPETITIVIDAD,CONSISTENCIA DE PUNTOS,PROMEDIO POSICIONES TEMPORADA,PROGRESION DE MEJORAS,RELACION PUNTOS POSICION,CARRERAS TOTALES EN UNVIERSE,CARRERAS TOTALES EN F1,CARRERAS TOTALES EN F2,CARRERAS TOTALES EN F3,CARRERAS EN RED BULL,CARRERAS EN FERRARI,CARRERAS EN MERCEDES,CARRERAS EN MCLAREN,CARRERAS EN ASTON,CARRERAS EN WILLIAMS,CARRERAS EN ALPINE,CARRERAS EN ALPHA ROMEO,CARRERAS EN ALPHA TAURI,CARRERAS EN HAAS,PUNTOS TOTALES EN UNIVERSE,PUNTOS TOTALES EN F1,PUNTOS TOTALES EN F2,PUNTOS TOTALES EN F3,PUNTOS EN TEMPORADA 1,PUNTOS EN TEMPORADA 2,PUNTOS EN TEMPORADA 3,PUNTOS TEMPORADA 4,PUNTOS TEMPORADA 5,PUNTOS TEMPORADA 6,PROMEDIO DE PUNTOS F1,PROMEDIO DE PUNTOS F2,PROMEDIO DE PUNTOS F3,VICTORIAS TOTALES UNIVERSE,VICTORIAS TOTALES F1,VICTORIAS TOTALES F2,VICTORIAS TOTALES F3,PODIOS TOTALES UNIVERSE,PODIOS TOTALES UNIVERSE F1,PODIOS TOTALES UNIVERSE F2,PODIOS TOTALES UNIVERSE F3,PILOTO_ADAN,PILOTO_AKALVO,PILOTO_ALAN,PILOTO_ALANJACK,PILOTO_ALDAHIR,PILOTO_ALEJO,PILOTO_ALEX,PILOTO_ALUCARDI,PILOTO_ALVARO,PILOTO_ANDRES,PILOTO_ANGEL,PILOTO_ANTONY FLORES,PILOTO_ARCANGEL,PILOTO_ARISTOTELES,PILOTO_ARTUR,PILOTO_ASGAR,PILOTO_AVILA,PILOTO_AZTK,PILOTO_BMR ADRIAN,PILOTO_BOOMER,PILOTO_BRANDON,PILOTO_BRASILIAN,PILOTO_BRIAN,PILOTO_BRUNO,PILOTO_CALAN,PILOTO_CAPITAN,PILOTO_CARLOS,PILOTO_CARLX,PILOTO_CESAR,PILOTO_CESARLEO,PILOTO_CHRIS,PILOTO_CIENFUEGOS,PILOTO_CRIS,PILOTO_DAJOSO,PILOTO_DANI,PILOTO_DANILO,PILOTO_DANNY,PILOTO_DANTE,PILOTO_DBARCE,PILOTO_DIEEGO,PILOTO_DIEGO F1 24,PILOTO_DIEGOZTE,PILOTO_DINO,PILOTO_DRAKO,PILOTO_EDGAR,PILOTO_EDUARDO JOSE,PILOTO_EMICH,PILOTO_EMMA,PILOTO_ENMANUEL,PILOTO_ERICK,PILOTO_ERWIN,PILOTO_ESTEBAN,PILOTO_EZEQUIEL,PILOTO_FARFAN,PILOTO_FASTER,PILOTO_FER,PILOTO_FLRA,PILOTO_FREDY,PILOTO_GERA,PILOTO_GIANCARLO,PILOTO_GORDOCRISTI,PILOTO_HECTOR,PILOTO_HUGO,PILOTO_HUMBERTO,PILOTO_ISAAAC,PILOTO_ISAI,PILOTO_JAMES,PILOTO_JARED,PILOTO_JEFE MAESTRO,PILOTO_JOJJ,PILOTO_JONATHAN,PILOTO_JORGE,PILOTO_JOSE,PILOTO_JOSE ANTONIO,PILOTO_JOSEPH,PILOTO_JOSHUA,PILOTO_JOSHY,PILOTO_JOTAPE,PILOTO_JPZ,PILOTO_JUAN,PILOTO_JUAN JOSE,PILOTO_JUANPA,PILOTO_JULIO,PILOTO_JUMP,PILOTO_JUNIOR,PILOTO_KAMILO,PILOTO_KIKE,PILOTO_KILLER,PILOTO_KING,PILOTO_KRISTIAN,PILOTO_KRISTIANRIVE,PILOTO_KYLO,PILOTO_LALO,PILOTO_LALO EDU,PILOTO_LEGEND,PILOTO_LEO,PILOTO_LEONARDO,PILOTO_LOPEZ,PILOTO_LUCACEDE,PILOTO_LUIS,PILOTO_LUIS OH,PILOTO_LUISITO,PILOTO_MAGALDI,PILOTO_MAGNATE,PILOTO_MANOLO,PILOTO_MANU,PILOTO_MARCO,PILOTO_MAX,PILOTO_MAXI,PILOTO_MENA,PILOTO_MET PAPI,PILOTO_MICHAEL,PILOTO_NACHO,PILOTO_NACHO SNAKE,PILOTO_NAYIB,PILOTO_NICOGO,PILOTO_OMAR,PILOTO_ONE,PILOTO_PAOLO,PILOTO_PAPO,PILOTO_PAUL,PILOTO_PAULRA,PILOTO_PETER,PILOTO_RAMON,PILOTO_RAMSES,PILOTO_ROCKSTAR,PILOTO_RODODO,PILOTO_RONALD,PILOTO_SAM,PILOTO_SANTI,PILOTO_SANTIMOON,PILOTO_SANTY,PILOTO_SATED,PILOTO_SEBAS,PILOTO_SEVERAL,PILOTO_SPOK,PILOTO_STREAK,PILOTO_STRUCK,PILOTO_TEJERO,PILOTO_TIGRE,PILOTO_TONY,PILOTO_TXSHURA,PILOTO_UBERA,PILOTO_URIEL,PILOTO_VASCOOL,PILOTO_VICTOR,PILOTO_VISSIBLE,PILOTO_WARRIOR,PILOTO_WIL,PILOTO_WIZZBAND,PILOTO_XAVIER,PILOTO_YAHIR,PILOTO_YEISSON,PILOTO_YUKI VICTOR,PILOTO_YXDAN,PILOTO_ZARED,ID_ADANBGAYMER,ID_AKALVLO,ID_ALANJACK10,ID_ALEJOLEAL,ID_ALM_XDD,ID_ALUCARDADRI,ID_ALUJANC,ID_ALVAROG226,ID_AMENRIV021,ID_ANGEELBTW,ID_ANTONY FLORES,ID_AVILA5609,ID_AZAREDCS1604223,ID_AZTK CHUCHO6,ID_B4SAL W4RR10R,ID_BMR-ADRIAN,ID_BOOMMER5264,ID_BRANDONGAMER885,ID_BRUNO UBERA,ID_CALAN10,ID_CARLX9779,ID_CESARGP-17,ID_CESARLEOF1,ID_CF1OMARLO8,ID_CFC_EZEQUIEL_14,ID_CRL LALO,ID_CTRCAPITANCM,ID_CYPHER,ID_D I E G OPRO892,ID_DAJOSO31,ID_DANII30101993,ID_DANILO2204,ID_DANITM1607,ID_DANTERO22,ID_DBARCELONA87967,ID_DELUXEE-PLAY,ID_DIEGOTZE2000,ID_DOREONIX,ID_DTR ATLAS20,ID_EDU_RAMIREZ13,ID_EFS RACING,ID_ELPAPURRI540,ID_EMICHROCKYT,ID_EMMABYTWT,ID_EMMAFOREVER_20,ID_ERICK 195352,ID_E_TEJERO7,ID_FLRA_1992,ID_FREDY1178,ID_FULLLEGEND741,ID_GERAMEDRA11,ID_GIANFOXRIDER,ID_GNUREDSOX,ID_GORDOCRISTIAN14,ID_HECTORPAS11,ID_HUGO ARCHILLA,ID_HYBRIDBR1,ID_IDX KRISTHIAN RIVERA,ID_INF_ALAN,ID_ISAAAC ARS,ID_ISAIFACUNDO,ID_ITSRAMSES15,ID_JAMES ORTIZ9763,ID_JAREDMUNDO07,ID_JEFEMAESTROF1,ID_JG EDU4RD0,ID_JH14ZS,ID_JJOJ1201,ID_JONATHANKYADK89,ID_JOSEANTONIOVR-99,ID_JOSEPHSANCHEZ22,ID_JOSHUA1866,ID_JOSMANU2004,ID_JOTAPE_ORTIZ,ID_JPZMIX,ID_JUAN3DCF,ID_JUANKF14,ID_KARMA2090,ID_KIKEMADRID8,ID_KILLERA11AN,ID_KRISTIANLUNA1,ID_KYLO_CL,ID_LAMQ-ZARC,ID_LEONARDO062799,ID_LKR-TINGLING,ID_LLXE_MRERICK,ID_LPR STREAK,ID_LUCACEDE98,ID_LUIS_OHH-02,ID_LVR CRIS,ID_MAGNATE 963211,ID_MANOLO765,ID_MARCO ZOSAYA,ID_MAVERICK1122,ID_MENA-S98,ID_METEORO_GN10,ID_METPAPICHULO,ID_MICHAEL DIAZGRANADOS,ID_MLC YOSOYCHRIS,ID_MONTANAS4460,ID_MXMARIANO,ID_NAYIBSK,ID_NCR-CIENFUEGOS,ID_NICOGONJIM,ID_NICOMAGALDI1985,ID_NICO_MAGALDI1985,ID_ONE,ID_PAOLO,ID_PAPOROCK2021,ID_PAULOLIVAS16,ID_PAULRASVZLA,ID_RAG0MU01,ID_RINZLER_VRTX,ID_ROCKSTAR239376,ID_RODOOGAMES,ID_RONALDRMR,ID_S4NT8MOON,ID_SAMDEVIL,ID_SANTIAGO CANOSA,ID_SANTYVELASKEZ,ID_SATED-FOOTMARK1,ID_SEBAS33311,ID_SKY JUMP6615,ID_SKY WIZBAND,ID_SKY-FXSTEER,ID_SKY-SEVERAL,ID_SLPZ333,ID_SPOKGANG,ID_SRS ARTURMAN,ID_STEBAN_FBE,ID_STRUCKLEONJR,ID_THE ALEXG,ID_THEKINGSONRRIKS,ID_THEOMYFOR,ID_THEONE_1117,ID_THEYUKIGAMEZ,ID_TIIC ASGAR,ID_TIIC MUCINO,ID_TIICDRAKO812,ID_TRIANA ANDRES,ID_TURCIOSERWIN6,ID_TVC ARCANGEL,ID_TXSHURAXX,ID_VANTONIOBART,ID_VASCOOL_911,ID_VG AS3S1N0,ID_VISIBLEXXX,ID_WFC105,ID_WISECOIN,ID_XARISTOTELESX,ID_XAVISALAZAR182,ID_XEL_PIKANTEMAXX_,ID_XLR8R,ID_XXWARRIORXX8918,ID_YAHIR0511,ID_YXDAN,ID_ZTR SNAKE,CAT._F1,CAT._F2,CAT._F3,ESCUDERIA_ALPHA ROMEO,ESCUDERIA_ALPHA TAURI,ESCUDERIA_ALPINE,ESCUDERIA_ASTON,ESCUDERIA_FERRARI,ESCUDERIA_HAAS,ESCUDERIA_MCLAREN,ESCUDERIA_MERCEDES,ESCUDERIA_RED BULL,ESCUDERIA_WILLIAMS,PAÍS_ARGENTINA,PAÍS_BOLIVIA,PAÍS_BRASIL,PAÍS_CHILE,PAÍS_COLOMBIA,PAÍS_ECUADOR,PAÍS_GUATEMALA,PAÍS_INGLATERRA,PAÍS_ITALIA,PAÍS_MEXICO,PAÍS_PANAMA,PAÍS_PERU,PAÍS_REPUBLICA DOMINICANA,PAÍS_URUGUAY,PAÍS_USA,PAÍS_VENEZUELA,PISTA_ABU DHABI,PISTA_AUSTRALIA,PISTA_AUSTRIA,PISTA_BAHREIN,PISTA_BAKU,PISTA_BELGICA,PISTA_BRASIL,PISTA_CANADA,PISTA_CHINA,PISTA_ESPAÑA,PISTA_ESTADOS UNIDOS,PISTA_FRANCIA,PISTA_HOLANDA,PISTA_INGLATERRA,PISTA_JAPON,PISTA_JEDDAH,PISTA_LAS VEGAS,PISTA_MEXICO,PISTA_MIAMI,PISTA_MONACO,PISTA_MONZA,PISTA_PORTUGAL,PISTA_QATAR,PISTA_SINGAPUR,TERM_DNF,TERM_SI,DIAS_DESDE_REFERENCIA
1,1,1711238400000000000,13,3,96.001,96.0,12.9,15,8.6,6.57,6,3.94,87.006,87.007,12.002,1.001,90.008,3.5,0,4.25,11.9,3.5,2,1.5,1.005,96.001,96.001,96.001,0.0,17,30.009,0.71,13,0.0077,0.23,2,2,0,0,0,0,0,0,0,0,0,0,2,0,7,7,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2,1,1711238400000000000,15,0,96.005,96.005,12.9,15,8.6,6.57,6,3.94,87.006,87.007,12.002,2.003,90.008,4.0,1,12.78,11.36,4.0,1,0.0,3.002,96.005,96.005,96.005,0.0,115,31.003,5.66,12,0.0162,0.0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
4,1,1711238400000000000,16,0,94.0,94.0,12.9,15,8.6,6.57,6,3.94,87.006,87.007,12.002,5.001,90.008,8.33,2,9.6,13.32,8.33,1,0.0,9.008,94.0,94.0,94.0,0.0,48,28.008,14.43,10,0.0163999999999999,0.0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,8,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5,1,1711238400000000000,2,23,93.009,93.009,12.9,15,8.6,6.57,6,3.94,87.006,87.007,12.002,10.003,90.008,9.4,12,11.15,16.0,15.21,31,0.74,38.008,87.009,76.0,93.009,0.3333,145,28.007,7.96,9,-0.0843,11.5,43,22,7,14,19,4,0,6,8,5,1,0,0,0,502,157,138,207,47,157,60,19,219,0,7,20,15,5,0,2,3,12,1,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
